link_id,tmc_id,time_of_day,speed_mph,flow_vehph
SYN_I405_001,SYN_TMC_001,00:00,64.97512449335028,324.26393639109614
SYN_I405_001,SYN_TMC_001,00:05,64.97507103064291,324.4378673573423
SYN_I405_001,SYN_TMC_001,00:10,64.9748993636152,324.98191822744485
SYN_I405_001,SYN_TMC_001,00:15,64.97494315211563,324.84698600959365
SYN_I405_001,SYN_TMC_001,00:20,64.97479172167851,325.3223878961782
SYN_I405_001,SYN_TMC_001,00:25,64.97487871348964,325.05062434966965
SYN_I405_001,SYN_TMC_001,00:30,64.97471297840853,325.5937068626581
SYN_I405_001,SYN_TMC_001,00:35,64.97480646484946,325.29385858099624
SYN_I405_001,SYN_TMC_001,00:40,64.97481181270095,325.275538077726
SYN_I405_001,SYN_TMC_001,00:45,64.97501205419945,324.62493979000163
SYN_I405_001,SYN_TMC_001,00:50,64.97494467875693,324.8468787993393
SYN_I405_001,SYN_TMC_001,00:55,64.9750444870636,324.522466749797
SYN_I405_001,SYN_TMC_001,01:00,64.97480864716394,325.2769745559525
SYN_I405_001,SYN_TMC_001,01:05,64.97484175109739,325.16842010025056
SYN_I405_001,SYN_TMC_001,01:10,64.97471383229833,325.5937111634976
SYN_I405_001,SYN_TMC_001,01:15,64.9749719924929,324.75890038078944
SYN_I405_001,SYN_TMC_001,01:20,64.97522508817066,323.9351823519061
SYN_I405_001,SYN_TMC_001,01:25,64.97460256774424,325.942252149029
SYN_I405_001,SYN_TMC_001,01:30,64.97510441556429,324.3214929248714
SYN_I405_001,SYN_TMC_001,01:35,64.97491072822625,324.95335444981373
SYN_I405_001,SYN_TMC_001,01:40,64.97512681964467,324.2509984009926
SYN_I405_001,SYN_TMC_001,01:45,64.97505187456626,324.49903528931907
SYN_I405_001,SYN_TMC_001,01:50,64.97525657559943,323.8284817376999
SYN_I405_001,SYN_TMC_001,01:55,64.97500483683407,324.64824620199937
SYN_I405_001,SYN_TMC_001,02:00,64.97498630056516,324.7026469592407
SYN_I405_001,SYN_TMC_001,02:05,64.97512320709474,324.26031845387735
SYN_I405_001,SYN_TMC_001,02:10,64.97525839121153,323.8195798050281
SYN_I405_001,SYN_TMC_001,02:15,64.97503910202065,324.5410089209483
SYN_I405_001,SYN_TMC_001,02:20,64.97530535865192,323.66983275235214
SYN_I405_001,SYN_TMC_001,02:25,64.97497512970074,324.7484055105262
SYN_I405_001,SYN_TMC_001,02:30,64.9753320563087,323.5863589281057
SYN_I405_001,SYN_TMC_001,02:35,64.9750006622156,324.66530468346434
SYN_I405_001,SYN_TMC_001,02:40,64.97526675831348,323.79131417630487
SYN_I405_001,SYN_TMC_001,02:45,64.97527370716462,323.77210405456174
SYN_I405_001,SYN_TMC_001,02:50,64.97456509603646,326.068717456566
SYN_I405_001,SYN_TMC_001,02:55,64.97517870966809,324.08713909591387
SYN_I405_001,SYN_TMC_001,03:00,64.9749686701255,324.76777183597096
SYN_I405_001,SYN_TMC_001,03:05,64.97452673332005,326.18709985475925
SYN_I405_001,SYN_TMC_001,03:10,64.97458689160052,325.99409934365616
SYN_I405_001,SYN_TMC_001,03:15,64.97516559287362,324.1150430202898
SYN_I405_001,SYN_TMC_001,03:20,64.97474995406382,325.47737237686954
SYN_I405_001,SYN_TMC_001,03:25,64.97440336899066,326.583576295244
