timestamp,link_id,tmc_id,speed_mph,flow_vehph
2026-07-06 00:00:00,SYN_I405_001,SYN_TMC_001,64.97493672549638,324.8766840055585
2026-07-06 00:05:00,SYN_I405_001,SYN_TMC_001,64.97478734587386,325.35921271861736
2026-07-06 00:10:00,SYN_I405_001,SYN_TMC_001,64.97507439264608,324.4300723882783
2026-07-06 00:15:00,SYN_I405_001,SYN_TMC_001,64.9753805281292,323.4302437160059
2026-07-06 00:20:00,SYN_I405_001,SYN_TMC_001,64.97516433959292,324.1372700234803
2026-07-06 00:25:00,SYN_I405_001,SYN_TMC_001,64.9754304416623,323.26634346551697
2026-07-06 00:30:00,SYN_I405_001,SYN_TMC_001,64.97490719598959,324.9722417387172
2026-07-06 00:35:00,SYN_I405_001,SYN_TMC_001,64.97425917143474,327.0482963507537
2026-07-06 00:40:00,SYN_I405_001,SYN_TMC_001,64.97518300728717,324.0764016911078
2026-07-06 00:45:00,SYN_I405_001,SYN_TMC_001,64.97524672961592,323.868367702928
2026-07-06 00:50:00,SYN_I405_001,SYN_TMC_001,64.97469103913231,325.669166962616
2026-07-06 00:55:00,SYN_I405_001,SYN_TMC_001,64.97475806536423,325.4535432611462
2026-07-06 01:00:00,SYN_I405_001,SYN_TMC_001,64.97488447731955,325.0457020659856
2026-07-06 01:05:00,SYN_I405_001,SYN_TMC_001,64.97540021605907,323.36562462075415
2026-07-06 01:10:00,SYN_I405_001,SYN_TMC_001,64.97495196822813,324.8273252975736
2026-07-06 01:15:00,SYN_I405_001,SYN_TMC_001,64.97458716980422,326.0024691500812
2026-07-06 01:20:00,SYN_I405_001,SYN_TMC_001,64.975603953748,322.6946314471376
2026-07-06 01:25:00,SYN_I405_001,SYN_TMC_001,64.97516574922552,324.13267494141445
2026-07-06 01:30:00,SYN_I405_001,SYN_TMC_001,64.9758762355946,321.7912903715745
2026-07-06 01:35:00,SYN_I405_001,SYN_TMC_001,64.97557703971553,322.7835113085528
2026-07-06 01:40:00,SYN_I405_001,SYN_TMC_001,64.9758471995699,321.88798600499376
2026-07-06 01:45:00,SYN_I405_001,SYN_TMC_001,64.97505471336196,324.49402808278427
2026-07-06 01:50:00,SYN_I405_001,SYN_TMC_001,64.97556602370958,322.81986892188746
2026-07-06 01:55:00,SYN_I405_001,SYN_TMC_001,64.97480079817834,325.31584697490166
2026-07-06 02:00:00,SYN_I405_001,SYN_TMC_001,64.9748582024139,325.1305991804259
2026-07-06 02:05:00,SYN_I405_001,SYN_TMC_001,64.97503013115032,324.5738645786094
2026-07-06 02:10:00,SYN_I405_001,SYN_TMC_001,64.97617360754008,320.7959159369875
2026-07-06 02:15:00,SYN_I405_001,SYN_TMC_001,64.97520468883316,324.0056631343046
2026-07-06 02:20:00,SYN_I405_001,SYN_TMC_001,64.97495958472027,324.80265327099266
2026-07-06 02:25:00,SYN_I405_001,SYN_TMC_001,64.9748776238303,325.06785287409866
2026-07-06 02:30:00,SYN_I405_001,SYN_TMC_001,64.97569116210586,322.4061309995164
2026-07-06 02:35:00,SYN_I405_001,SYN_TMC_001,64.97517006629816,324.1186010463028
2026-07-06 02:40:00,SYN_I405_001,SYN_TMC_001,64.97541590742348,323.31409509949765
2026-07-06 02:45:00,SYN_I405_001,SYN_TMC_001,64.97532869004365,323.6001995659571
2026-07-06 02:50:00,SYN_I405_001,SYN_TMC_001,64.97438498297014,326.6483346838737
2026-07-06 02:55:00,SYN_I405_001,SYN_TMC_001,64.97531694991504,323.6386533772082
2026-07-06 03:00:00,SYN_I405_001,SYN_TMC_001,64.97492169511371,324.9253330128994
2026-07-06 03:05:00,SYN_I405_001,SYN_TMC_001,64.97444606791949,326.4536099208692
2026-07-06 03:10:00,SYN_I405_001,SYN_TMC_001,64.97516744851765,324.1271353745896
2026-07-06 03:15:00,SYN_I405_001,SYN_TMC_001,64.97490825910144,324.9688029660781
2026-07-06 03:20:00,SYN_I405_001,SYN_TMC_001,64.97476461137063,325.43246168272844
2026-07-06 03:25:00,SYN_I405_001,SYN_TMC_001,64.97474497282145,325.4956958060535
