time_hour,speed_mph,lambda_truth_vehphpl,mu_truth_vehphpl,net_flow_truth_vehphpl,queue_truth_veh_per_lane,density_truth_vehpmipl,source_type,is_observed
15.0,47.250000000000014,1900.0,1900.0,0.0,0.0,40.2116402116402,synthetic_exact,False
15.083333333333334,47.10944000897331,1901.5771484375,1898.8525390625,2.72460937500002,0.11474609375000161,40.30726195643189,synthetic_exact,False
15.166666666666668,46.70350165821117,1900.78125,1895.5078125,5.273437500000037,0.4492187500000062,40.585989169973544,synthetic_exact,False
15.250000000000002,46.06028965160118,1897.7587890624998,1890.1123046874998,7.646484375000053,0.9887695312500137,41.03561482101523,synthetic_exact,False
15.333333333333336,45.212169338428694,1892.6562499999998,1882.8124999999998,9.843750000000066,1.7187500000000233,41.64393187830689,synthetic_exact,False
15.41666666666667,44.19365241612324,1885.6201171874995,1873.7548828124995,11.865234375000075,2.624511718750035,42.39873331059857,synthetic_exact,False
15.500000000000004,43.03950344662941,1876.7968749999995,1863.0859374999995,13.710937500000083,3.6914062500000493,43.28781208664026,synthetic_exact,False
15.583333333333337,41.783195346677275,1866.3330078124993,1850.9521484374993,15.380859375000087,4.904785156250064,44.298961175181944,synthetic_exact,False
15.666666666666671,40.45576993083354,1854.374999999999,1837.499999999999,16.875000000000092,6.25000000000008,45.41997354497363,synthetic_exact,False
15.750000000000005,39.08509965025636,1841.069335937499,1822.875976562499,18.19335937500009,7.712402343750097,46.63864216476529,synthetic_exact,False
15.83333333333334,37.69550527285748,1826.5624999999989,1807.2265624999989,19.335937500000085,9.277343750000115,47.94276000330697,synthetic_exact,False
15.916666666666673,36.30766188569528,1811.0009765624986,1790.6982421874986,20.30273437500008,10.930175781250131,49.32012002934866,synthetic_exact,False
16.000000000000007,34.93871900321662,1794.5312499999984,1773.4374999999984,21.093750000000075,12.656250000000151,50.75851521164034,synthetic_exact,False
16.083333333333343,33.60256491878916,1777.299804687498,1755.590820312498,21.708984375000078,14.440917968750204,52.24573851893206,synthetic_exact,False
16.166666666666675,32.31017599830861,1759.4531249999982,1737.3046874999982,22.148437500000053,16.269531250000185,53.769582919973686,synthetic_exact,False
16.250000000000007,31.070004594388905,1741.1376953124984,1718.7255859374984,22.412109375000036,18.12744140625016,55.31784138351534,synthetic_exact,False
16.333333333333343,29.888372093023126,1722.499999999998,1699.999999999998,22.50000000000002,20.000000000000213,56.87830687830706,synthetic_exact,False
16.41666666666668,28.769844844250038,1703.6865234374973,1681.2744140624973,22.412109374999996,21.872558593750266,58.43877237309877,synthetic_exact,False
16.50000000000001,27.71757977199989,1684.8437499999977,1662.6953124999977,22.14843749999998,23.730468750000238,59.9870308366404,synthetic_exact,False
16.583333333333343,26.73363325319942,1666.118164062498,1644.409179687498,21.708984374999964,25.559082031250206,61.51087523768206,synthetic_exact,False
16.66666666666668,25.81923165250472,1647.6562499999975,1626.5624999999975,21.093749999999925,27.343750000000252,62.99809854497374,synthetic_exact,False
16.750000000000014,24.975005074361178,1629.6044921874968,1609.301757812497,20.30273437499988,29.069824218750288,64.43649372726546,synthetic_exact,False
16.833333333333346,24.201187845195314,1612.1093749999973,1592.7734374999975,19.33593749999986,30.72265625000025,65.81385375330709,synthetic_exact,False
16.91666666666668,23.497790324000707,1595.3173828124975,1577.1240234374977,18.193359374999854,32.28759765625021,67.11797159184874,synthetic_exact,False
17.000000000000014,22.864747157028695,1579.3749999999975,1562.4999999999977,16.87499999999979,33.75000000000024,68.3366402116404,synthetic_exact,False
