link_id,tmc_id,time_of_day,period,dt_minutes,lambda_ref_vehph,mu_ref_vehph,flow_ref_vehph,speed_mph,queue_start_veh,queue_end_veh,waiting_time_min,travel_time_min,cumulative_arrivals_veh,cumulative_departures_veh,flow_ref_source,lambda_ref_source
SYN_I405_001,SYN_TMC_001,00:00,NT1,5,324.2619551072168,798.3321075046998,324.2619551072168,64.97512449335028,0.0,0.0,0.0,0.9230769230769231,27.021829592268066,27.021829592268066,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:05,NT1,5,324.43584583619446,798.3321075046998,324.43584583619446,64.97507103064291,0.0,0.0,0.0,0.9230769230769231,54.0581500786176,54.0581500786176,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:10,NT1,5,324.99231650670527,798.3321075046998,324.99231650670527,64.9748993636152,0.0,0.0,0.0,0.9230769230769231,81.14084312084304,81.14084312084304,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:15,NT1,5,324.8506452516405,798.3321075046998,324.8506452516405,64.97494315211563,0.0,0.0,0.0,0.9230769230769231,108.21173022514643,108.21173022514643,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:20,NT1,5,325.3397888454306,798.3321075046998,325.3397888454306,64.97479172167851,0.0,0.0,0.0,0.9230769230769231,135.32337929559898,135.32337929559898,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:25,NT1,5,325.05906254935445,798.3321075046998,325.05906254935445,64.97487871348964,0.0,0.0,0.0,0.9230769230769231,162.41163450804518,162.41163450804518,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:30,NT1,5,325.5932700442172,798.3321075046998,325.5932700442172,64.97471297840853,0.0,0.0,0.0,0.9230769230769231,189.54440701172996,189.54440701172996,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:35,NT1,5,325.2922632636878,798.3321075046998,325.2922632636878,64.97480646484946,0.0,0.0,0.0,0.9230769230769231,216.65209561703728,216.65209561703728,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:40,NT1,5,325.27501894973034,798.3321075046998,325.27501894973034,64.97481181270095,0.0,0.0,0.0,0.9230769230769231,243.75834719618146,243.75834719618146,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:45,NT1,5,324.6273457252878,798.3321075046998,324.6273457252878,64.97501205419945,0.0,0.0,0.0,0.9230769230769231,270.8106260066221,270.8106260066221,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:50,NT1,5,324.8457026748587,798.3321075046998,324.8457026748587,64.97494467875693,0.0,0.0,0.0,0.9230769230769231,297.881101229527,297.881101229527,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,00:55,NT1,5,324.52207642019636,798.3321075046998,324.52207642019636,64.9750444870636,0.0,0.0,0.0,0.9230769230769231,324.92460759787673,324.92460759787673,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,01:00,NT1,5,325.28522665467733,798.3321075046998,325.28522665467733,64.97480864716394,0.0,0.0,0.0,0.9230769230769231,352.03170981909983,352.03170981909983,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,01:05,NT1,5,325.1784308365123,798.3321075046998,325.1784308365123,64.97484175109739,0.0,0.0,0.0,0.9230769230769231,379.1299123888092,379.1299123888092,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
SYN_I405_001,SYN_TMC_001,01:10,NT1,5,325.5905244829186,798.3321075046998,325.5905244829186,64.97471383229833,0.0,0.0,0.0,0.9230769230769231,406.2624560957191,406.2624560957191,speed_to_volume:s3+period_volume_anchor,speed_to_volume_proxy
